acidez_fixa,acidez_volatil,acido_citrico,acucar_residual,cloretos,dioxido_enxofre_livre,dioxido_enxofre_total,densidade,ph,sulfitos,alcool,qualidade
11.81400595932637,0.4080119186527359,0.5542017877979104,2.071988081347264,0.071,5.0,18.85994040673632,0.9985159642440419,3.107198808134726,0.6214005959326367,10.687952325389057,6
6.2,0.36,0.24,2.2,0.095,19.0,42.0,0.9946,3.57,0.57,11.7,6
6.535149775590863,0.4050499251969543,0.3993552169288326,1.9747503740152286,0.10062853216530965,18.549500748030457,34.549500748030454,0.9940306989527573,3.379009985039391,0.7813352468500508,11.589101346454823,6
6.11591795339184,0.5566174349042341,0.0051733348523479465,2.1867350388401334,0.07873470077680267,6.013264961159867,9.026529922319734,0.9947802352078718,3.58602051165204,0.5397347007768027,11.5,6
6.617339473294544,0.8692797812797595,0.0440458771020603,2.3057798244315144,0.06655504389212133,6.942201755684852,12.942201755684852,0.9956882200029615,3.516706403807516,0.5840458771020602,10.834678946589088,6
9.905698247508123,0.40183558910772305,0.4287342356430892,2.1183558910772304,0.09239887732556856,5.0,12.563288217845539,0.997817160107854,3.1674684712861785,0.6975945861414647,10.063288217845539,6
7.508333202031933,0.4814583497460084,0.10854165025399162,1.6312499015239497,0.07361458349746008,5.3854165025399166,19.229166994920167,0.997261458349746,3.3084375049238024,0.7329166994920168,9.445833398984034,6
7.2,0.63,0.0,1.9,0.097,14.0,38.0,0.99675,3.37,0.58,9.0,6
7.946340738433223,0.4546016791815636,0.31230893825622147,2.6383743220644957,0.06861463704626711,4.0,15.0,0.996659854224022,3.238471506049772,0.6077234564055373,10.507804443059934,6
7.807179627179191,0.28374356524364164,0.4324102546602601,1.9169229194234105,0.06675897453397399,22.0,49.517949067947974,0.9946819486584488,3.360717962717919,0.6578461118462428,11.803589813589596,6
6.458368240587271,0.5448410129291996,0.11416317594127291,2.173305407530183,0.07346610815060367,28.68326351882546,39.36652703765092,0.9959838870905043,3.42,0.7721715536822179,10.524895278238187,6
6.717001002665214,0.8741992647121766,0.011700100266521372,1.9950016711086895,0.07107990641791338,5.780006684434758,16.0,0.9941772049464818,3.480499832889131,0.514100635021302,11.743998663113048,6
8.183651703006822,0.8099169470416987,0.1317178826576192,1.9667220353055341,0.06166971194180439,22.0,46.833194911736165,0.9958421580633366,3.478307033229871,0.4700332211833206,10.533194911736164,6
8.4,0.62,0.12,1.8,0.072,38.0,46.0,0.99504,3.38,0.89,11.8,6
12.017598483562743,0.6483803022891119,0.5752515149397462,2.7519545468159166,0.08096090906368167,11.826818177280277,35.78212121514648,0.9999346363645439,3.186033333666113,0.7212287883477047,10.634636364543944,6
12.349999999999998,0.3681316694654325,0.513690691412448,2.5182236087788064,0.08036447217557613,7.635527824423876,20.182236087788063,0.9993822360877881,3.0864012479009255,0.7926645868317906,10.190658347327163,6
9.240349461428226,0.5830897551349418,0.2536060333174104,3.3931294808335353,0.1001159647420587,30.97855435872939,68.75536141031765,0.9976767355141509,3.2224463858968235,0.5538204897301164,10.220174730714113,6
7.612577937245622,0.6978430457292948,0.2070062349796498,3.0760395694368197,0.0863471942591576,20.70062349796498,96.29937650203502,0.9970152079138873,3.1812577937245625,0.5455093524694746,9.538322941700585,6
7.370324161728645,0.5459351676542709,0.0952560817759574,2.258411667426362,0.07754440835992268,23.79205833713181,36.79205833713181,0.9948863111713009,3.339696917768225,0.6453500826875921,11.211912494302284,6
9.127080131127997,0.5653346589926959,0.30458397377440066,2.4109302950379923,0.07324470360601991,24.432299672180008,56.43229967218001,0.997794780458948,3.253801042616599,0.8126588918194028,10.470310098345998,6
9.806262658491113,0.25720205726477846,0.48217167688611035,2.7,0.08843838609437782,14.937373415088883,32.96868670754444,0.99825636392642,3.4156161390562216,0.8893534805651101,10.0,6
8.879198684432998,0.59526854323785,0.03312019733505031,1.8369139098379994,0.05973486747945502,4.842284774594998,9.842284774594999,0.9972079284967365,3.1768456954919,0.6158056297135499,10.305370864757,6
7.6349262400109295,0.5905270453293258,0.017990165334790628,2.085172106641164,0.07655024586663023,17.550245866630235,29.89950826673953,0.996455024586663,3.3244975413336975,0.5820098346652094,10.0,6
11.110057983803719,0.47863046931976416,0.4918545070800544,2.3024248819990927,0.061419399055992745,6.0,24.604849763998185,0.9996419399055992,3.088387981119855,0.5939515023600181,9.3,6
6.873341134206205,0.649633294328969,0.018533177315875886,2.0926658865793795,0.07829336453682482,8.0,15.073341134206206,0.9950841444105728,3.3522002340261863,0.6177997659738138,10.355995319476277,6
7.9,0.58,0.23,2.3,0.076,23.0,94.0,0.99686,3.21,0.58,9.5,6
10.338767384955332,0.4865308153761167,0.5910188846791247,2.3306163075223343,0.11393886691925251,5.6734592311941645,20.0,0.9976530815376117,3.2763270384402916,0.7024502999447586,11.373459231194165,6
6.941577166727019,0.46161564486297413,0.36810866797053776,2.21408879488108,0.08108575051551317,4.570443974405399,11.5704439744054,0.9953755970398165,3.394364482047568,0.6402067653748662,11.14226638464324,6
8.07708453803357,0.4202085650064559,0.31749988879690116,2.1166674080206587,0.08022919910090383,7.958331479948352,30.520834260025822,0.9972166674080207,3.337083203596385,0.5664583982018077,9.395833147994836,6
10.56893761947948,0.480776559513013,0.6341758036524023,2.2155311902602604,0.11134945178085585,5.961172024349349,20.0,0.9970776559513013,3.2619413987825325,0.6650476368345847,11.661172024349348,6
6.4600804638103355,0.46487458421149574,0.07600804638103362,2.0756270789425213,0.063,9.310932302643698,18.0,0.9940991404632269,3.4246639845396554,0.6697894003281597,11.439919536189665,6
7.103215867835143,0.5397856088109905,0.2503215867835143,1.9010719559450477,0.07374732011013738,15.25267988986262,24.25267988986262,0.9941829096859072,3.3696784132164854,0.7795712176219809,11.503215867835143,6
7.446030786761092,0.6023815279433448,0.046984606619453986,2.492061573522184,0.08401599772105803,11.0,36.079384264778156,0.9968274826684665,3.3977784492672356,0.6955568985344711,10.206338654372011,6
10.006624417168076,0.25826497668672305,0.38668779141596205,2.452050699398309,0.08138801865062156,15.0,33.0,0.997125553030726,3.33735023313277,0.8008202797593236,11.157096736141225,6
6.252117039103793,0.3683387262566069,0.23374595530754483,2.193051061452828,0.0944440849162262,19.0,41.96525530726414,0.994682344921784,3.5637459553075446,0.571737234636793,11.64440849162262,6
7.264220548612011,0.5021406849537337,0.05143726018506523,1.9357794513879891,0.08007034247686685,12.607034247686684,30.607034247686684,0.995584342191203,3.3835779451387986,0.5557186300925326,10.382110274306005,6
7.982799754606763,0.37279975460676296,0.35476040080895377,2.282799754606763,0.09517200245393237,20.448001635954913,58.724000817977455,0.997984557496989,3.362439844584283,0.6644800163595491,9.879200654381965,6
5.733292310267348,0.4514844442584693,0.24518632471479587,2.329627350570408,0.08881490597718367,23.296273505704082,72.51863247147959,0.995377031111483,3.6005620508743363,0.5933353844866326,11.577825638021427,6
7.949580081718901,0.33958008171890075,0.40901919985912877,2.249580081718901,0.095504199182811,20.669466121873995,58.834733060937,0.9976457168335328,3.3414007184219705,0.66669466121874,9.967786448749598,6
10.90469092202236,0.3943781938875343,0.47125091253929546,1.807818203370597,0.1174683621707994,6.0,13.984363593258806,0.9982281455321341,3.2979672671236444,0.7493745437303523,9.795309077977642,6
8.767811630405514,0.5094515241591421,0.1065761763213482,2.5,0.09137673128003064,19.698614975975488,49.0,0.9976452077536038,3.3286980615990807,0.8479445990390194,10.554792246396323,7
8.524872682641536,0.27637332787841,0.3847151490356409,2.4637332787840998,0.092186663939205,7.0,15.694302980712818,0.995663112649912,3.313056970192872,0.7930569701928718,11.830569701928718,7
7.2,0.36,0.46,2.1,0.074,24.0,44.0,0.99534,3.4,0.85,11.0,7
10.5,0.25463050286219685,0.47,1.9536949713780314,0.07477830171731811,6.0,24.0,0.997653694971378,3.1719457542932954,0.9731525143109843,10.926847485689017,7
9.460304088006579,0.5144160377171053,0.39,2.520608176013158,0.07183856289164474,21.0,57.05888050289474,0.9969831444966085,3.2777968238875,0.7633807861703947,11.257360062861842,7
9.031014145555472,0.431123231805566,0.33210585917520175,2.52546262658119,0.08313656566452976,14.7453737341881,33.0,0.9987965470743546,3.4419911107606906,0.7590044446196546,10.611806060128215,7
8.9,0.48,0.53,3.6500000000000004,0.101,3.0,10.0,0.99586,3.21,0.59,12.1,7
9.610532851815778,0.3427152404474746,0.42170607362515644,2.4909491985084182,0.085,13.688426281452623,33.31157371854738,0.99920600745107,3.3631157371854736,0.771958365330736,10.34421314072631,7
7.481956229491837,0.4709021885254081,0.3241989899113501,2.058010100886499,0.061720067339243324,31.0,53.51011784367582,0.9972436087541017,3.297200673392433,0.6618971380821586,10.041989899113501,7
8.012665809359271,0.6316918059791186,0.03816645233981756,2.5809785504769756,0.07736625482235411,17.070416130849544,38.070416130849544,0.9964612529396454,3.3364791934575226,0.7449291291594681,11.643667095320364,7
6.883567487046144,0.5670189410623103,0.0620891871761536,3.6500000000000004,0.06605864281084545,10.79108128238464,18.0,0.9963337079792738,3.401643251295386,0.6088026845853824,10.883567487046145,7
7.606715275236075,0.4708710657467721,0.2514773605519367,2.232885648317595,0.05161742131493544,34.01343055047215,51.355717584120256,0.9950657712966352,3.3522141207939873,0.8553031474025823,12.367114351682405,7
9.148947253092686,0.38130825749630687,0.4441353218703836,3.5244736265463428,0.06877217896833453,10.0,19.641353218703838,0.996360345433004,3.325654128748153,0.7684811931222302,12.128270643740766,7
8.06082548758132,0.5523968140523349,0.19404055015580335,2.4508327298139476,0.0812708182453487,15.491672701860523,33.0,0.9979420347563698,3.5240839972046576,0.7179580013976712,10.72375090527908,7
7.847645294209469,0.28181162353675754,0.5973186352426972,3.11612223505538,0.10169198351802579,5.295290588418939,10.0,0.9966566653173091,3.267717435305136,0.9055070117059395,10.28387776494462,7
8.2387246178807,0.27902956878147406,0.380323477072842,1.96774492357614,0.048741218341726414,4.322550764238601,10.0,0.9939664417521987,3.27,0.6551663700794379,12.080684006489818,7
10.736807507819218,0.34177934306581836,0.42946791796986983,2.669733958984935,0.09354600938477402,16.6053208203013,47.30266041015065,0.9984486697949247,3.1532926451165717,0.9788137712894543,10.6,7
7.2,0.36,0.46,2.1,0.074,24.0,44.0,0.99534,3.4,0.85,11.0,7
7.061980102780893,0.5870891099691011,0.04544554984550593,3.11148534428372,0.06815049208651668,11.291089003089882,18.0,0.9960486337183933,3.3838019897219107,0.5812673299073036,10.712673299073035,7
12.156513008082232,0.34081019745986985,0.606338397228949,2.6869739838355353,0.08808101974598699,12.0,29.55281997690791,0.9996447180023093,3.1486973983835536,0.7954566085440741,10.352819976907908,7
7.9075571005534595,0.5177328698339623,0.13453426033207536,1.9482550718238993,0.08058724640880503,12.0,18.296510143647797,0.9956266281741434,3.27552347845283,0.6341275359119497,10.707557100553458,7
12.349999999999998,0.46124192695826327,0.561362745595867,3.6500000000000004,0.07313627455958671,5.839561712892553,37.938465995123934,1.0011875,3.145428488661984,0.6893846599512393,11.160438287107446,7
9.917379442064481,0.33049655548755663,0.4368620830783374,2.4049655548755666,0.08258689721032242,11.256206943594458,30.743793056405543,0.9970339139554009,3.2915689584608314,0.8010724029732746,11.69255166768665,7
7.616545886740296,0.5115821207182071,0.22230274217313611,2.7633051192447633,0.08258977332411893,5.6115137108656805,11.61151371086568,0.9962902776975134,3.4128059597605978,0.7083454113259704,10.956119195211953,7
7.2,0.3783681163919952,0.38652753443201926,2.7428840737198317,0.06848956508240145,23.08159418040024,42.16318836080048,0.9937052376411124,3.3448956508240144,0.7306072434520312,12.744971057239544,7
7.606221835328784,0.7329001305765354,0.022022096481854842,2.5059625921900848,0.07101036972554797,9.98444541167804,13.994815137226013,0.9953862218353289,3.5089111788174625,0.7095333623503411,11.702073945109595,7
10.062789441494864,0.3911631675515409,0.48139472074743184,2.865131981314205,0.09172051569330499,6.0,13.372105585051363,0.9966495422951803,3.2162789441494866,0.5904631063917818,11.674421117010272,7
7.36400823254157,0.2874846558160838,0.3361145209297592,2.2028630232439785,0.05330265720970472,4.0,8.0,0.9946531699069223,3.392229041859518,0.6225153441839162,11.349693116321676,7
9.864529541500037,0.3907776807900094,0.53,3.561323853750091,0.09536835890900167,6.0,18.929059083000073,0.9984297417992002,3.265034135810005,0.8327693650599869,11.721282275099977,7
5.3,0.47,0.11,2.2,0.048,16.0,89.0,0.9922475000000001,3.54,0.88,13.5,7
10.49492314689606,0.2445691677935457,0.4306613915182733,1.8507685310393969,0.07735537971727578,5.949231468960603,22.0,0.9977116907682867,3.2125384265519696,0.9868001819297567,10.82030741241576,7
9.4,0.27,0.53,2.4,0.074,6.0,18.0,0.9962,3.2,0.9999999999999999,12.0,7
7.419331740311594,0.6279577231722053,0.10497101893726685,2.3917149684378884,0.07961336519376813,15.917149684378886,32.917149684378884,0.9973445346077507,3.5703341298442033,0.6911046708749481,10.769621550938925,7
10.842270208984882,0.3726183832812094,0.49,2.363091916406047,0.07573659468652268,10.578864895507559,19.842270208984882,0.9968474756358402,3.1247162238768897,0.6426340531347733,10.88407032236285,7
7.456152587698192,0.57042452414708,0.1336915526189148,2.1192370615090432,0.08280762938490957,13.753896492072348,34.12305175396383,0.9970455455088901,3.467694824603617,0.650693188611266,10.070016359923514,7
8.99839215941144,0.369678431882288,0.43279738647048005,3.2392287488247193,0.09196143744123597,12.0,24.327973864704802,0.9953948875792356,3.266077125117528,0.729517647823432,12.426366024116241,7
7.506216799030322,0.29343694665050535,0.5487389330101072,3.2398091656565855,0.04671847332525269,37.007770998787905,114.7806413155559,0.9928605606909293,3.092038166868683,0.47062167990303216,12.103108399515161,7
7.2,0.36,0.46,2.1,0.074,24.0,44.0,0.99534,3.4,0.85,11.0,7
10.396368177662106,0.37927363553242127,0.4603631822337894,2.1,0.10305572619214762,5.981840888310531,9.981840888310531,0.9966025922299196,3.1214527289351577,0.6507263644675788,11.805447733506842,7
8.142293603310982,0.4054346295447401,0.37040539576566445,2.5174397722063593,0.06251680050620809,11.838933502069363,18.838933502069363,0.9956127465485515,3.2086559595033526,0.77456537045526,11.135573400827745,7
5.286040461831168,0.4713959538168832,0.10022832328181727,2.1162427709870055,0.04883757229012995,16.418786145064974,91.37312148870151,0.992310666910214,3.54,0.8437052007610355,13.318526003805179,7
9.574773775535723,0.4749748639484136,0.33499497278968277,2.6378393366964166,0.09224824047638895,10.0,45.50050272103173,0.9987551156258373,3.275035190472221,0.6425427312876969,9.900201088412691,7
7.565048739013519,0.3103883473442942,0.34388347344294234,2.4961165265570577,0.08118447057698211,25.922330531141153,34.96116526557058,0.9936097084600697,3.2227184314100596,0.5981552942301789,12.465048739013518,7
9.248367242663388,0.42077756874722394,0.4812285860271256,3.6500000000000004,0.09612285860271257,3.0,10.0,0.9962292692772232,3.251804069119607,0.6248367242663388,12.169673448532677,7
8.89079066991632,0.3729665941757324,0.4522249456317993,3.025061276715485,0.07107416485439332,9.537082427196655,20.0,0.9958927305786778,3.3585167029121337,0.7807416485439331,12.431458786401672,7
7.824646614334853,0.338195835284931,0.2246697516407918,2.2979953725388125,0.06608609594645351,19.32665124179604,49.0,0.9969670521672883,3.3804009254922374,0.7926651241796041,10.802004627461187,7
9.042623616665391,0.6186885609090214,0.3693442804545106,2.9934428045451065,0.0845491789659117,21.344261992424823,58.311476015150355,0.9981787711258701,3.42422126380691,0.6979508302651312,11.63770479696993,7
12.09504002053691,0.3655611375762232,0.6817234332655794,2.8913828336721035,0.09354308583163948,11.185371252540774,29.456914168360516,0.999545691416836,3.185430858316395,0.6680160082147639,10.8,7
5.106949633921846,0.5810039604949385,0.003822298657015319,1.717374084804615,0.04413899267843692,14.06949633921846,86.10424450882769,0.9926263613434283,3.5593050366078156,0.9379151098234462,12.920848901765538,7
8.014102257579406,0.3871367419193136,0.43286325808068643,2.941238999498721,0.07617093935354509,24.54273483838627,42.91453032322746,0.9953182906064645,3.313162425858197,0.8065812129290982,11.868375741418035,7
5.1315953849976035,0.5668326536263778,0.017377461748682044,1.7789884624940093,0.044631907699952074,14.315953849976037,86.47393077496406,0.9925779940569421,3.5568404615002396,0.9305213845007189,12.994786154992811,7
9.98618196260564,0.3147305955806665,0.45861819626056394,2.0028099830025634,0.054915700509923095,5.194380033994873,9.194380033994873,0.9947627172319552,3.2058314010198465,0.668618196260564,11.905619966005126,7
6.529083124045343,0.45993016385963537,0.3230479846852636,1.8765938284829964,0.06853187656965992,14.411353905056679,24.0,0.9946337643583488,3.4458864609494335,0.7918427580392311,10.93261996171316,7
6.609853663230158,0.3951219473082015,0.34384390744550203,2.369951221076719,0.07872877956473556,24.300487789232808,34.600975578465615,0.9949451707262315,3.3440878020619054,0.7729560989690475,11.509853663230158,7
10.42767061848356,0.33415059277253406,0.6216988144549319,2.730823453791099,0.0844150592772534,5.138353092417802,21.723293815164396,0.9993794065990499,3.2433976289098636,0.7372329381516439,11.186164690758218,7
8.699118133364454,0.33592945066915636,0.4292921795570079,2.353098168897188,0.07526549084448594,11.86725457775703,19.0,0.9946001810275962,3.1519470880018674,0.6993803662205624,11.773450915551406,7
9.415231566442921,0.4057351613959822,0.48030463132885837,3.6500000000000004,0.0723046313288584,9.96953686711416,19.908610601342478,0.9972250606931008,3.3354305300671236,0.781774954120823,12.20913893986575,7
12.099891713537016,0.35860546145979477,0.6257514125015943,2.8002165729259665,0.08986054614597948,12.0,29.714595104179953,0.999628540489582,3.1600216572925968,0.7355998114534177,10.514595104179953,7
8.595893248323213,0.21835729932928497,0.36616012751518134,1.8938398724848184,0.06428747261737514,42.0,77.45174268444663,0.9960071459865857,3.4642505476524974,0.8654825731555337,11.032854013414301,7
9.25775971274511,0.2836934343756466,0.5977405983178548,2.5077597127451097,0.07219646270433439,40.40471639422082,83.21414918266247,0.9967395665894324,3.2661886557688327,0.7958938811300315,11.879764180288959,7
8.639887557451555,0.28,0.46300562212742224,1.8734082950322968,0.0782715391770993,6.566479262419258,12.0,0.9937741011982936,3.2543352073758074,0.580346451630652,12.343352073758075,7
9.360106607497789,0.36375104497018573,0.39065321932972574,2.4208298500993806,0.085,13.488085285998231,33.51191471400177,0.9989205215325475,3.3651191471400175,0.7539276757398408,10.244042642999116,7
7.200344210938664,0.602302078710268,0.07525815820399835,2.3498278945306676,0.05450860527346661,6.0,11.250860527346662,0.9936240231334036,3.3725774474611994,0.6750516316407997,12.398967367184007,7
11.31566632566863,0.5344699897700589,0.6970966427968041,3.419582907085788,0.11760366223369217,6.0,15.0,0.9981972329582355,3.0247466939465095,0.7986632753636671,11.8,7
10.491912703338281,0.26566110766320383,0.4829396746587516,1.9727856699554778,0.07848523779970319,5.919127033382802,23.838254066765604,0.9977779205265579,3.186469837329376,0.9789730286795285,10.924261889985159,7
7.928314474940108,0.2999820132458076,0.3656988684964065,2.8782245411691454,0.05214157237470054,3.571685525059892,8.428314474940107,0.9960765570028635,3.3914337105011976,0.6485662894988021,11.256988684964064,7
5.6,0.66,0.0,2.2,0.087,3.0,11.0,0.99378,3.6849999999999996,0.63,12.8,7
11.613780494372982,0.32359870449407124,0.4824348325839023,3.3127096067373345,0.09131238573025513,42.0,79.82541921347467,0.9999579146426849,3.3098929112364353,0.7664012955059288,10.717458078652532,7
5.479794698832615,0.4630427455252961,0.08408886163423018,1.616957254474704,0.05722187835019374,20.356580357976313,105.74564118287944,0.9930561023439688,3.5196512946303553,0.6310222154085575,12.055863336965016,7
10.444235222973111,0.2901882993242006,0.5371060317564681,2.3576477702688954,0.08090353439188228,5.442352229731105,22.0,0.9988268250945916,3.2378823885134445,0.8550115797300871,11.023059108107558,7
8.908170112674078,0.3,0.42918298873259225,2.3956491426097153,0.07327532190146288,10.239787359157404,24.0,0.9951700531602106,3.27,0.7996446545769453,11.795914943662961,7
8.831422606113808,0.46404154068618036,0.3046936645040646,2.6873520519024496,0.06684485961073162,9.90612670991871,28.0,0.9964300394528259,3.3215514038926837,0.6850197264130067,11.2,7
9.870841205206846,0.3235420602603424,0.46354206026034234,2.0817134002892694,0.04998847403181962,4.817134002892693,9.182865997107307,0.9944483364820828,3.2128006197975116,0.6936573199421461,12.173146398842922,7
7.186922799467942,0.38503878061186675,0.306922799467942,2.013077200532058,0.0633731060558661,14.86922799467942,28.0,0.9948242334050545,3.2489619407714843,0.7228075397073681,11.228075397073681,7
9.487157662761382,0.4841673491557385,0.3433947078451726,2.136172940615665,0.08553338793245907,6.36172940615665,23.63827059384335,0.9972935788313807,3.22234588123133,0.8095676484608376,10.71061647507468,7
9.36502663168391,0.4516696257426567,0.3303339251485313,2.952460052474135,0.09061687380198596,10.0,45.96660748514687,0.9988623197215838,3.3076625239602806,0.6821616362374836,10.086642994058746,7
8.331422265700033,0.260286660144995,0.39342888671499837,2.137155468599933,0.04477177538649817,4.0,10.0,0.99375713339855,3.29057332028999,0.7065711132850017,12.60286660144995,7
5.3,0.47,0.11,2.2,0.048,16.0,89.0,0.9922475000000001,3.54,0.88,13.5,7
9.176047179874182,0.3684031453249455,0.40460078633123636,3.3125491457022735,0.07142964615094363,17.730039316561818,40.07984273375273,0.9974696631637315,3.2953992136687638,0.7992015726624728,11.331937093501091,7
9.162030965999143,0.2181117417075803,0.3742944514922484,1.6238580638458244,0.06876549672459101,6.0,10.0,0.9955734420630146,3.2247512259539186,0.5833401289384154,11.133401289384153,7
9.420755347407109,0.4130188836851777,0.35471702316047393,3.1943390710187805,0.08916981394752961,11.301888368517771,49.16981394752962,0.9987701882799755,3.310565953679052,0.71358483736423,10.283018605247038,7
9.179323223821244,0.3031729289528498,0.41951878685854943,1.9048121314145054,0.06609624262829011,9.841353552357509,24.0,0.995502871889945,3.2620676776178756,0.8452406065707252,11.477894973300511,7
7.827901211316615,0.24205762673197478,0.30914401974608163,1.7120164647805642,0.058686421264420044,7.240329295611284,15.0,0.9946472922027711,3.323604939434169,0.7735637774827587,11.791851816974923,7
5.29743609998508,0.7238891083171695,0.11418796667164016,1.5076917000447614,0.0446324813331344,14.025639000149205,95.73503733373121,0.9924,3.532393236661196,0.856837593334328,12.96581203332836,7
10.5,0.24,0.47,2.1,0.066,6.0,24.0,0.9978,3.15,0.9,11.0,7
8.9,0.4,0.32,3.6500000000000004,0.087,10.0,47.0,0.9991,3.38,0.77,10.5,7
7.8,0.4009674604417365,0.3092064100556564,2.482010683426094,0.09434618740886988,8.311413309391295,17.311413309391295,0.9971580650791165,3.339342399281739,0.7146032050278283,10.532880035913058,7
9.02458736565419,0.37918042114486034,0.4114342629964944,2.3938531585864524,0.10195503695969693,5.979510528621509,9.979510528621509,0.9960100853717875,3.1314342629964944,0.582253841851634,11.904097894275699,7
7.2,0.36,0.46,2.1,0.074,24.0,44.0,0.99534,3.4,0.85,11.0,7
7.51716110183175,0.27120127712822256,0.34102966610990504,2.3231674874728627,0.050085805509158754,3.9828388981682497,8.01716110183175,0.9951391273121764,3.399656777963365,0.6403432220366351,11.01029666109905,7
6.460299134695698,0.45152525001898314,0.3282467018916817,1.8106915384031288,0.06958018653802346,14.23663557699609,23.290093269011734,0.9943557233846388,3.4358018653802347,0.7753457692015644,10.916037307604693,7
8.226221679345702,0.2538617404589844,0.38034564885253896,2.057926106884766,0.042737783206542986,4.0,9.613825954101559,0.994099427908457,3.2951013129833986,0.6964839083935546,12.21036946557617,7
6.815565185307281,0.4799608765167558,0.19618695063966818,2.36926086421788,0.10684043579860276,25.346304321089402,35.6536956789106,0.9946255239566243,3.38342391972765,0.6684434814692719,11.715565185307282,7
9.8,0.66,0.39,3.2,0.083,21.0,59.0,0.9989,3.37,0.71,11.5,7
7.935022631735724,0.23852489490929604,0.38502263173572365,1.8400905269428947,0.07711493694557761,6.299547365285527,15.350226317357237,0.9942297736826428,3.2604615260492698,0.8035022631735724,12.110135790414342,7
5.11441767725911,0.525619150364036,0.17519410758029663,2.0567469682226696,0.042192235696788136,15.855823227408898,100.61552860642374,0.9924,3.4652864816616735,0.8690388215160593,12.904805892419704,7
8.925427134204307,0.4756773871852678,0.526440201211397,3.6500000000000004,0.10064402012113971,3.0,10.0,0.9958869527622566,3.213051256104517,0.5925427134204306,12.10508542684086,7
8.54532784508078,0.3558647457782734,0.41473154965125386,3.6500000000000004,0.06021270218428981,3.0,9.113319612701952,0.9972077541886931,3.360735665840668,0.6520676271108633,11.656659806350977,7
10.687010652518856,0.3073910637665829,0.4517485131032684,1.8608936233417142,0.08021787246683428,9.0,28.0,0.9974191949105559,3.2295642550663315,0.8143463825994971,11.095642550663314,7
11.066330011361153,0.3126017718493654,0.53,2.222191583421058,0.060627486151905774,3.0,10.0,0.9957221426356407,3.022907862655173,0.8263269103303076,10.918365448348462,7
7.919969107576155,0.33800308924238454,0.36266254767682066,1.9199691075761551,0.06453405415655639,5.066563691920517,10.0,0.994267879519547,3.2726625476768207,0.5493189168688724,11.2,7
9.65051994195763,0.33513518490898375,0.53,3.026299854894074,0.08552391733005096,6.0,18.501039883915258,0.9974024957213966,3.2350727918740683,0.9098128208952533,11.849688034825421,7
7.4630039174400995,0.5649175013159681,0.2241758814240225,2.4078754896800123,0.06709066172600094,30.381867654799812,48.0,0.9952431501958721,3.4121245103199875,0.73260078348802,12.353937744840007,7
5.163207246120371,0.5486558334807862,0.03476398536620448,1.8580181153009294,0.045264144922407434,14.632072461203718,86.94810869180557,0.9925159557794888,3.553679275387963,0.9210378261638884,13.089621738361116,7
11.139021397267896,0.36609786027321034,0.6191467904098156,3.1265265102685733,0.0783109581507294,36.15244650683026,70.45733952049078,0.9997390213972679,3.262377674658487,0.893109581507294,11.260978602732104,7
7.2,0.36,0.46,2.1,0.074,24.0,44.0,0.99534,3.4,0.85,11.0,7
11.616030270513054,0.3216377395687751,0.49111496805749666,3.308015135256526,0.09177353513675368,42.0,80.44598722299867,0.9999234879217408,3.301672452086245,0.76,10.761323243162316,7
10.5,0.2426560213288999,0.47,2.073439786711001,0.06759361279733996,6.0,24.0,0.9977734397867111,3.1539840319933496,0.9132801066444997,10.9867198933555,7
7.4,0.635,0.1,2.4,0.08,16.0,33.0,0.99736,3.58,0.69,10.8,7
6.75924056425408,0.779170873042832,0.035924056425408024,2.64028478840472,0.0735924056425408,16.8009492946824,33.8009492946824,0.9958702343118908,3.58,0.8501898589364799,12.0014239420236,7
10.219681154902124,0.30322831657617016,0.4351964320663826,1.8614158288085092,0.06135433668476596,3.0,9.322831657617018,0.9950970051250076,3.101260201085958,0.6539362309804246,11.30630100542979,7
9.142663295832806,0.3469296254160873,0.4082612733324907,2.213316479164033,0.0601603033750474,12.0,25.0,0.9951770653183332,3.294130636666245,0.8186683520835967,12.382612733324907,7
8.964250176616956,0.4690774699751176,0.5210049752736263,3.6500000000000004,0.10010049752736264,3.0,10.0,0.995928105187214,3.2177100211940344,0.5964250176616955,12.11285003532339,7
10.5,0.51,0.64,2.4,0.107,6.0,15.0,0.9973,3.09,0.66,11.8,7
9.294593153363298,0.4495087108764724,0.53,3.3899272398287357,0.09364621850550217,3.0,10.0,0.9958348895266042,3.1759215003913517,0.6330465258214507,11.884767370892746,7
8.16484917525393,0.3760338758766383,0.2364849175253932,2.1809211154644492,0.06561842230928899,13.0,26.625939670101573,0.9945689846787605,3.3123684461857796,0.7951127604121887,11.99924826391874,7
6.915487787474478,0.28359146312457467,0.3518292624914928,2.6244664452859148,0.04179573156228734,36.2693597343431,103.9506094370321,0.9924113605050587,3.2151067109428166,0.41154877874744783,11.80774389373724,7
9.524157361201807,0.4882774744331489,0.3480196701502258,2.0045545684426638,0.0926376395819729,6.348515228142212,23.65148477185779,0.9971817817262294,3.2392475887841763,0.8780196701502258,10.65603934030045,7
6.42735279586442,0.4437379335679538,0.34112572525299945,1.8346525120986037,0.06975989384073952,14.206684359876746,23.379946920369765,0.9943461389951606,3.4375989384073953,0.7873262560493018,10.951978768147905,7
